"Question","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110"
"OF37_1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF37_2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF37_3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF37_4"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 0"," 1"," 1"," 1"," 0"," 0"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 0"," 0",NA
"OF37_5"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 1"," 1"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 0"," 0"," 1"," 0"," 1"," 0"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 1",NA
"OF38_1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 0"," 0"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 0"," 1"," 0"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0",NA
"OF38_2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1",NA
"OF38_3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF38_4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF38_5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF39_1"," 1"," 1"," 0"," 1"," 0"," 1"," 0"," 1"," 0"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 1"," 1"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 1"," 0"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 1",NA
"OF39_2"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 0"," 1"," 0"," 1"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF39_3"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0",NA
"OF39_4"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0",NA
"OF39_5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0",NA
"OF40_1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0",NA
"OF40_2"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 1"," 0",NA
"OF40_3"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF40_4"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1",NA
"OF40_5"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0",NA
"OF41_1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF41_2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF41_3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF41_4"," 0"," 0"," 1"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 1"," 0"," 1"," 0"," 1"," 0"," 1"," 0"," 1"," 1"," 1"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0",NA
"OF41_5"," 1"," 1"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 1"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 1"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1",NA
"OF42_1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF42_2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
"OF42_3"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA
"OF43_1"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 0"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 1"," 1"," 0"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 1",NA
"OF43_2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",NA
